Harga,Cicilan,Alamat,KT,KM,Garasi,LT,LB
182000 ,Cicilan : 20 Jutaan per bulan,"Moch Toha, Bandung",4.00 ,2.00 ,2.00 ,394.00 ,300.00 
53625 ,Cicilan : 5 Jutaan per bulan,"Kopo, Bandung",3.00 ,2.00 ,1.00 ,67.00 ,110.00 
32435 ,Cicilan : 3 Jutaan per bulan,"Arcamanik, Bandung",2.00 ,2.00 ,1.00 ,50.00 ,50.00 
64935 ,Cicilan : 7 Jutaan per bulan,"Setiabudi, Bandung",3.00 ,2.00 ,2.00 ,120.00 ,63.00 
663000 ,Cicilan : 73 Jutaan per bulan,"Coblong, Bandung",8.00 ,6.00 ,0.00 ,708.00 ,400.00 
663000 ,Cicilan : 73 Jutaan per bulan,"Dago, Bandung",8.00 ,6.00 ,0.00 ,708.00 ,400.00 
663000 ,Cicilan : 73 Jutaan per bulan,"Cimenyan, Bandung",8.00 ,6.00 ,0.00 ,708.00 ,400.00 
1560000 ,Cicilan : 171 Jutaan per bulan,"Riau, Bandung",4.00 ,2.00 ,2.00 ,794.00 ,253.00 
97500 ,Cicilan : 10 Jutaan per bulan,"Batununggal, Bandung",3.00 ,3.00 ,1.00 ,70.00 ,120.00 
208000 ,Cicilan : 22 Jutaan per bulan,"Lembang, Bandung",5.00 ,5.00 ,2.00 ,298.00 ,340.00 
50700 ,Cicilan : 5 Jutaan per bulan,"Sariwangi, Bandung",3.00 ,2.00 ,1.00 ,64.00 ,50.00 
1183000 ,Cicilan : 130 Jutaan per bulan,"Sayap Dago, Bandung",4.00 ,3.00 ,0.00 ,365.00 ,350.00 
97500 ,Cicilan : 10 Jutaan per bulan,"Geger Kalong, Bandung",4.00 ,3.00 ,0.00 ,189.00 ,150.00 
204100 ,Cicilan : 22 Jutaan per bulan,"Dago, Bandung",3.00 ,2.00 ,2.00 ,119.00 ,264.00 
3770000 ,Cicilan : 415 Jutaan per bulan,"Sumurbandung, Bandung",9.00 ,5.00 ,0.00 ,1464.00 ,700.00 
442000 ,Cicilan : 48 Jutaan per bulan,"Cimenyan, Bandung",4.00 ,3.00 ,0.00 ,542.00 ,375.00 
442000 ,Cicilan : 48 Jutaan per bulan,"Coblong, Bandung",4.00 ,3.00 ,0.00 ,542.00 ,375.00 
442000 ,Cicilan : 48 Jutaan per bulan,"Dago, Bandung",4.00 ,3.00 ,0.00 ,542.00 ,375.00 
76050 ,Cicilan : 8 Jutaan per bulan,"Dago, Bandung",3.00 ,2.00 ,1.00 ,71.00 ,65.00 
2275000 ,Cicilan : 250 Jutaan per bulan,"Bandung Kota, Bandung",6.00 ,3.00 ,4.00 ,843.00 ,340.00 
58500 ,Cicilan : 6 Jutaan per bulan,"Arcamanik, Bandung",2.00 ,1.00 ,1.00 ,99.00 ,85.00 
28925 ,Cicilan : 3 Jutaan per bulan,"Ciwastra, Bandung",NULL,NULL,0.00 ,84.00 ,58.00 
78000 ,Cicilan : 8 Jutaan per bulan,"Arcamanik, Bandung",3.00 ,2.00 ,1.00 ,91.00 ,83.00 
81250 ,Cicilan : 8 Jutaan per bulan,"Buah Batu, Bandung",4.00 ,2.00 ,2.00 ,91.00 ,130.00 
38935 ,Cicilan : 4 Jutaan per bulan,"Ujungberung, Bandung",3.00 ,2.00 ,1.00 ,60.00 ,60.00 
29250 ,Cicilan : 3 Jutaan per bulan,"Arcamanik, Bandung",NULL,NULL,0.00 ,72.00 ,100.00 
68250 ,Cicilan : 7 Jutaan per bulan,"Rancasari, Bandung",5.00 ,2.00 ,1.00 ,120.00 ,220.00 
84500 ,Cicilan : 9 Jutaan per bulan,"Soreang, Bandung",4.00 ,3.00 ,0.00 ,100.00 ,350.00 
220350 ,Cicilan : 24 Jutaan per bulan,"Parongpong, Bandung",4.00 ,2.00 ,2.00 ,401.00 ,150.00 
136500 ,Cicilan : 15 Jutaan per bulan,"Regol, Bandung",3.00 ,2.00 ,1.00 ,118.00 ,145.00 
81250 ,Cicilan : 8 Jutaan per bulan,"Arcamanik, Bandung",3.00 ,2.00 ,1.00 ,85.00 ,120.00 
715000 ,Cicilan : 78 Jutaan per bulan,"Turangga, Bandung",18.00 ,8.00 ,5.00 ,1222.00 ,400.00 
373750 ,Cicilan : 41 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",4.00 ,3.00 ,2.00 ,502.00 ,269.00 
51675 ,Cicilan : 5 Jutaan per bulan,"Arcamanik, Bandung",2.00 ,1.00 ,0.00 ,110.00 ,90.00 
104000 ,Cicilan : 11 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",2.00 ,1.00 ,1.00 ,126.00 ,80.00 
128050 ,Cicilan : 14 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",NULL,NULL,0.00 ,126.00 ,90.00 
325000 ,Cicilan : 35 Jutaan per bulan,"Setra Indah, Bandung",3.00 ,3.00 ,2.00 ,352.00 ,295.00 
193050 ,Cicilan : 21 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,2.00 ,1.00 ,165.00 ,96.00 
128050 ,Cicilan : 14 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,2.00 ,0.00 ,126.00 ,90.00 
54275 ,Cicilan : 5 Jutaan per bulan,"Parongpong, Bandung",3.00 ,2.00 ,1.00 ,95.00 ,73.00 
341250 ,Cicilan : 37 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",4.00 ,4.00 ,2.00 ,392.00 ,336.00 
422500 ,Cicilan : 46 Jutaan per bulan,"Dago, Bandung",5.00 ,4.00 ,4.00 ,435.00 ,300.00 
65000 ,Cicilan : 7 Jutaan per bulan,"Taman Kopo Indah, Bandung",4.00 ,2.00 ,0.00 ,112.00 ,175.00 
357500 ,Cicilan : 39 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",4.00 ,3.00 ,2.00 ,469.00 ,350.00 
169000 ,Cicilan : 18 Jutaan per bulan,"Bojongsoang, Bandung",3.00 ,3.00 ,0.00 ,126.00 ,127.00 
5525 ,Cicilan : 610 Ribuan per bulan,"Ujungberung, Bandung",2.00 ,1.00 ,0.00 ,60.00 ,50.00 
214500 ,Cicilan : 23 Jutaan per bulan,"Mekar Wangi, Bandung",5.00 ,3.00 ,0.00 ,240.00 ,210.00 
438750 ,Cicilan : 48 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,2.00 ,3.00 ,293.00 ,472.00 
78000 ,Cicilan : 8 Jutaan per bulan,"Sudirman, Bandung",2.00 ,3.00 ,0.00 ,80.00 ,140.00 
633750 ,Cicilan : 69 Jutaan per bulan,"Riau, Bandung",4.00 ,3.00 ,2.00 ,308.00 ,350.00 
57850 ,Cicilan : 6 Jutaan per bulan,"Kopo, Bandung",3.00 ,1.00 ,1.00 ,84.00 ,65.00 
94250 ,Cicilan : 10 Jutaan per bulan,"Padasuka, Bandung",3.00 ,2.00 ,1.00 ,72.00 ,108.00 
104000 ,Cicilan : 11 Jutaan per bulan,"Buah Batu, Bandung",3.00 ,3.00 ,1.00 ,130.00 ,105.00 
45500 ,Cicilan : 5 Jutaan per bulan,"Margaasih, Bandung",4.00 ,2.00 ,1.00 ,90.00 ,75.00 
195000 ,Cicilan : 21 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",5.00 ,4.00 ,1.00 ,240.00 ,250.00 
191750 ,Cicilan : 21 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,2.00 ,0.00 ,257.00 ,170.00 
31200 ,Cicilan : 3 Jutaan per bulan,"Ngamprah, Bandung",2.00 ,1.00 ,0.00 ,72.00 ,65.00 
42250 ,Cicilan : 4 Jutaan per bulan,"Soreang, Bandung",2.00 ,2.00 ,1.00 ,50.00 ,71.00 
169000 ,Cicilan : 18 Jutaan per bulan,"Dago, Bandung",3.00 ,3.00 ,2.00 ,172.00 ,188.00 
31135 ,Cicilan : 3 Jutaan per bulan,"Padalarang, Bandung",2.00 ,1.00 ,1.00 ,72.00 ,36.00 
91000 ,Cicilan : 10 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",2.00 ,2.00 ,0.00 ,108.00 ,80.00 
52000 ,Cicilan : 5 Jutaan per bulan,"Bandung Kota, Bandung",3.00 ,3.00 ,2.00 ,84.00 ,75.00 
29510 ,Cicilan : 3 Jutaan per bulan,"Padalarang, Bandung",2.00 ,1.00 ,1.00 ,64.00 ,36.00 
32500 ,Cicilan : 3 Jutaan per bulan,"Regol, Bandung",4.00 ,2.00 ,0.00 ,82.00 ,60.00 
55250 ,Cicilan : 6 Jutaan per bulan,"Bandung Kota, Bandung",3.00 ,2.00 ,1.00 ,104.00 ,60.00 
47775 ,Cicilan : 5 Jutaan per bulan,"Dayeuhkolot, Bandung",2.00 ,1.00 ,1.00 ,105.00 ,60.00 
747500 ,Cicilan : 82 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",5.00 ,3.00 ,0.00 ,489.00 ,400.00 
416000 ,Cicilan : 45 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",4.00 ,4.00 ,2.00 ,350.00 ,300.00 
42250 ,Cicilan : 4 Jutaan per bulan,"Bandung Kota, Bandung",2.00 ,2.00 ,1.00 ,78.00 ,45.00 
552500 ,Cicilan : 60 Jutaan per bulan,"Pajajaran, Bandung",8.00 ,3.00 ,2.00 ,404.00 ,250.00 
8970 ,Cicilan : 990 Ribuan per bulan,"Cibaduyut, Bandung",3.00 ,1.00 ,1.00 ,120.00 ,80.00 
149500 ,Cicilan : 16 Jutaan per bulan,"Ciumbuleuit, Bandung",4.00 ,4.00 ,0.00 ,100.00 ,250.00 
97500 ,Cicilan : 10 Jutaan per bulan,"Taman Kopo Indah, Bandung",2.00 ,1.00 ,1.00 ,140.00 ,80.00 
61750 ,Cicilan : 6 Jutaan per bulan,"Gede Bage, Bandung",3.00 ,2.00 ,2.00 ,120.00 ,200.00 
279500 ,Cicilan : 30 Jutaan per bulan,"Buah Batu, Bandung",5.00 ,3.00 ,1.00 ,724.00 ,550.00 
9425000 ,Cicilan : 1 Miliaran per bulan,"Dago, Bandung",3.00 ,2.00 ,10.00 ,4150.00 ,265.00 
87750 ,Cicilan : 9 Jutaan per bulan,"Antapani, Bandung",4.00 ,2.00 ,2.00 ,108.00 ,145.00 
130000 ,Cicilan : 14 Jutaan per bulan,"Taman Kopo Indah, Bandung",4.00 ,3.00 ,1.00 ,170.00 ,240.00 
122850 ,Cicilan : 13 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",2.00 ,1.00 ,2.00 ,108.00 ,100.00 
279500 ,Cicilan : 30 Jutaan per bulan,"Pajajaran, Bandung",5.00 ,3.00 ,0.00 ,283.00 ,250.00 
120250 ,Cicilan : 13 Jutaan per bulan,"Terusan Buah Batu, Bandung",2.00 ,3.00 ,1.00 ,102.00 ,110.00 
104000 ,Cicilan : 11 Jutaan per bulan,"Bandung Kota, Bandung",10.00 ,4.00 ,2.00 ,216.00 ,200.00 
48750 ,Cicilan : 5 Jutaan per bulan,"Bandung Kota, Bandung",3.00 ,2.00 ,0.00 ,60.00 ,120.00 
169000 ,Cicilan : 18 Jutaan per bulan,"Bandung Kota, Bandung",3.00 ,3.00 ,2.00 ,91.00 ,162.00 
299000 ,Cicilan : 32 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",5.00 ,3.00 ,1.00 ,360.00 ,256.00 
45500 ,Cicilan : 5 Jutaan per bulan,"Padalarang, Bandung",3.00 ,3.00 ,2.00 ,84.00 ,70.00 
416000 ,Cicilan : 45 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",4.00 ,4.00 ,2.00 ,350.00 ,300.00 
45500 ,Cicilan : 5 Jutaan per bulan,"Padalarang, Bandung",3.00 ,3.00 ,2.00 ,84.00 ,70.00 
487500 ,Cicilan : 53 Jutaan per bulan,"Setiabudi, Bandung",5.00 ,6.00 ,5.00 ,808.00 ,500.00 
123500 ,Cicilan : 13 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",2.00 ,2.00 ,1.00 ,126.00 ,115.00 
325000 ,Cicilan : 35 Jutaan per bulan,"Buah Batu, Bandung",6.00 ,3.00 ,1.00 ,380.00 ,280.00 
76700 ,Cicilan : 8 Jutaan per bulan,"Lengkong, Bandung",4.00 ,3.00 ,1.00 ,124.00 ,100.00 
113750 ,Cicilan : 12 Jutaan per bulan,"Batununggal, Bandung",3.00 ,3.00 ,1.00 ,74.00 ,106.00 
82550 ,Cicilan : 9 Jutaan per bulan,"Taman Kopo Indah, Bandung",3.00 ,2.00 ,1.00 ,80.00 ,120.00 
227500 ,Cicilan : 25 Jutaan per bulan,"Soekarno Hatta, Bandung",4.00 ,3.00 ,2.00 ,144.00 ,270.00 
126750 ,Cicilan : 13 Jutaan per bulan,"Padalarang, Bandung",2.00 ,2.00 ,0.00 ,108.00 ,80.00 
214500 ,Cicilan : 23 Jutaan per bulan,"Setiabudi, Bandung",3.00 ,2.00 ,1.00 ,339.00 ,110.00 
45500 ,Cicilan : 5 Jutaan per bulan,"Padalarang, Bandung",3.00 ,3.00 ,2.00 ,84.00 ,70.00 
81250 ,Cicilan : 8 Jutaan per bulan,"Kopo, Bandung",3.00 ,1.00 ,1.00 ,155.00 ,190.00 
195000 ,Cicilan : 21 Jutaan per bulan,"Sukasari, Bandung",6.00 ,4.00 ,1.00 ,140.00 ,210.00 
6175000 ,Cicilan : 681 Jutaan per bulan,"Dago, Bandung",6.00 ,4.00 ,20.00 ,2717.00 ,900.00 
56875 ,Cicilan : 6 Jutaan per bulan,"Padalarang, Bandung",3.00 ,2.00 ,2.00 ,72.00 ,80.00 
24050 ,Cicilan : 2 Jutaan per bulan,"Buah Batu, Bandung",2.00 ,1.00 ,1.00 ,70.00 ,45.00 
42250 ,Cicilan : 4 Jutaan per bulan,"Ngamprah, Bandung",4.00 ,2.00 ,1.00 ,75.00 ,55.00 
48750 ,Cicilan : 5 Jutaan per bulan,"Cikutra, Bandung",4.00 ,2.00 ,1.00 ,120.00 ,240.00 
182000 ,Cicilan : 20 Jutaan per bulan,"Antapani, Bandung",4.00 ,3.00 ,1.00 ,120.00 ,120.00 
50700 ,Cicilan : 5 Jutaan per bulan,"Padalarang, Bandung",2.00 ,1.00 ,1.00 ,95.00 ,60.00 
120250 ,Cicilan : 13 Jutaan per bulan,"Bojongsoang, Bandung",2.00 ,3.00 ,1.00 ,102.00 ,110.00 
260000 ,Cicilan : 28 Jutaan per bulan,"Cigadung, Bandung",3.00 ,2.00 ,1.00 ,184.00 ,150.00 
71500 ,Cicilan : 7 Jutaan per bulan,"Ujungberung, Bandung",4.00 ,2.00 ,1.00 ,108.00 ,360.00 
273000 ,Cicilan : 30 Jutaan per bulan,"Bandung Kota, Bandung",4.00 ,2.00 ,1.00 ,176.00 ,120.00 
78000 ,Cicilan : 8 Jutaan per bulan,"Cimahi, Bandung",4.00 ,2.00 ,1.00 ,120.00 ,83.00 
16575 ,Cicilan : 1 Jutaan per bulan,"Buah Batu, Bandung",2.00 ,1.00 ,1.00 ,50.00 ,36.00 
14625 ,Cicilan : 1 Jutaan per bulan,"Buah Batu, Bandung",2.00 ,1.00 ,1.00 ,45.00 ,30.00 
32500 ,Cicilan : 3 Jutaan per bulan,"Terusan Buah Batu, Bandung",2.00 ,1.00 ,0.00 ,90.00 ,45.00 
312000 ,Cicilan : 34 Jutaan per bulan,"Bandung Kota, Bandung",7.00 ,6.00 ,4.00 ,263.00 ,400.00 
42705 ,Cicilan : 4 Jutaan per bulan,"Padasuka, Bandung",1.00 ,1.00 ,1.00 ,65.00 ,40.00 
84500 ,Cicilan : 9 Jutaan per bulan,"Antapani, Bandung",2.00 ,1.00 ,2.00 ,108.00 ,80.00 
357500 ,Cicilan : 39 Jutaan per bulan,"Cikutra, Bandung",4.00 ,4.00 ,2.00 ,728.00 ,225.00 
71500 ,Cicilan : 7 Jutaan per bulan,"Taman Kopo Indah, Bandung",3.00 ,1.00 ,0.00 ,96.00 ,114.00 
325000 ,Cicilan : 35 Jutaan per bulan,"Pasteur, Bandung",3.00 ,2.00 ,2.00 ,140.00 ,220.00 
97500 ,Cicilan : 10 Jutaan per bulan,"Padalarang, Bandung",4.00 ,2.00 ,2.00 ,144.00 ,90.00 
27625 ,Cicilan : 3 Jutaan per bulan,"Arcamanik, Bandung",2.00 ,2.00 ,0.00 ,75.00 ,150.00 
91000 ,Cicilan : 10 Jutaan per bulan,"Buah Batu, Bandung",2.00 ,1.00 ,1.00 ,145.00 ,70.00 
49725 ,Cicilan : 5 Jutaan per bulan,"Padalarang, Bandung",2.00 ,1.00 ,1.00 ,72.00 ,45.00 
175500 ,Cicilan : 19 Jutaan per bulan,"Bandung Kota, Bandung",5.00 ,3.00 ,1.00 ,135.00 ,300.00 
35750 ,Cicilan : 3 Jutaan per bulan,"Cigondewah, Bandung",3.00 ,1.00 ,0.00 ,74.00 ,72.00 
47775 ,Cicilan : 5 Jutaan per bulan,"Padalarang, Bandung",2.00 ,1.00 ,1.00 ,72.00 ,45.00 
43875 ,Cicilan : 4 Jutaan per bulan,"Arcamanik, Bandung",2.00 ,1.00 ,1.00 ,95.00 ,50.00 
18330 ,Cicilan : 2 Jutaan per bulan,"Margacinta, Bandung",2.00 ,1.00 ,1.00 ,60.00 ,36.00 
104000 ,Cicilan : 11 Jutaan per bulan,"Arcamanik, Bandung",5.00 ,3.00 ,1.00 ,175.00 ,200.00 
43875 ,Cicilan : 4 Jutaan per bulan,"Arcamanik, Bandung",NULL,NULL,0.00 ,95.00 ,50.00 
195000 ,Cicilan : 21 Jutaan per bulan,"Geger Kalong, Bandung",6.00 ,4.00 ,2.00 ,328.00 ,260.00 
195000 ,Cicilan : 21 Jutaan per bulan,"Buah Batu, Bandung",9.00 ,5.00 ,4.00 ,260.00 ,450.00 
51675 ,Cicilan : 5 Jutaan per bulan,"Arcamanik, Bandung",2.00 ,1.00 ,1.00 ,100.00 ,70.00 
715000 ,Cicilan : 78 Jutaan per bulan,"Riau, Bandung",20.00 ,5.00 ,1.00 ,485.00 ,400.00 
32500 ,Cicilan : 3 Jutaan per bulan,"Ciwastra, Bandung",2.00 ,1.00 ,1.00 ,45.00 ,79.00 
123500 ,Cicilan : 13 Jutaan per bulan,"Antapani, Bandung",3.00 ,3.00 ,2.00 ,143.00 ,102.00 
390000 ,Cicilan : 42 Jutaan per bulan,"Dago, Bandung",5.00 ,4.00 ,0.00 ,620.00 ,450.00 
780000 ,Cicilan : 85 Jutaan per bulan,"Setiabudi, Bandung",3.00 ,3.00 ,3.00 ,321.00 ,270.00 
617500 ,Cicilan : 68 Jutaan per bulan,"Bandung Kota, Bandung",7.00 ,4.00 ,0.00 ,529.00 ,190.00 
227500 ,Cicilan : 25 Jutaan per bulan,"Mekar Wangi, Bandung",NULL,NULL,0.00 ,144.00 ,270.00 
16575 ,Cicilan : 1 Jutaan per bulan,"Buah Batu, Bandung",2.00 ,1.00 ,1.00 ,50.00 ,36.00 
169000 ,Cicilan : 18 Jutaan per bulan,"Setra Duta, Bandung",3.00 ,2.00 ,1.00 ,76.00 ,225.00 
85800 ,Cicilan : 9 Jutaan per bulan,"Padasuka, Bandung",3.00 ,2.00 ,0.00 ,144.00 ,120.00 
14625 ,Cicilan : 1 Jutaan per bulan,"Buah Batu, Bandung",2.00 ,1.00 ,1.00 ,45.00 ,30.00 
61750 ,Cicilan : 6 Jutaan per bulan,"Soekarno Hatta, Bandung",3.00 ,2.00 ,1.00 ,94.00 ,118.00 
169000 ,Cicilan : 18 Jutaan per bulan,"Supratman, Bandung",4.00 ,3.00 ,0.00 ,252.00 ,230.00 
45630 ,Cicilan : 5 Jutaan per bulan,"Padasuka, Bandung",2.00 ,1.00 ,1.00 ,64.00 ,50.00 
289250 ,Cicilan : 31 Jutaan per bulan,"Batununggal, Bandung",4.00 ,3.00 ,1.00 ,200.00 ,240.00 
253500 ,Cicilan : 27 Jutaan per bulan,"Batununggal, Bandung",4.00 ,3.00 ,1.00 ,180.00 ,220.00 
58175 ,Cicilan : 6 Jutaan per bulan,"Ujungberung, Bandung",3.00 ,2.00 ,1.00 ,81.00 ,54.00 
82550 ,Cicilan : 9 Jutaan per bulan,"Taman Kopo Indah, Bandung",3.00 ,2.00 ,1.00 ,80.00 ,120.00 
64805 ,Cicilan : 7 Jutaan per bulan,"Arcamanik, Bandung",3.00 ,2.00 ,1.00 ,87.00 ,75.00 
2080000 ,Cicilan : 229 Jutaan per bulan,"Sukasari, Bandung",6.00 ,5.00 ,0.00 ,1750.00 ,400.00 
103350 ,Cicilan : 11 Jutaan per bulan,"Taman Kopo Indah, Bandung",3.00 ,3.00 ,2.00 ,102.00 ,150.00 
260000 ,Cicilan : 28 Jutaan per bulan,"Turangga, Bandung",7.00 ,3.00 ,0.00 ,286.00 ,400.00 
58500 ,Cicilan : 6 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,2.00 ,0.00 ,132.00 ,75.00 
58500 ,Cicilan : 6 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,2.00 ,0.00 ,132.00 ,75.00 
240500 ,Cicilan : 26 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,2.00 ,2.00 ,272.00 ,167.00 
58500 ,Cicilan : 6 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,3.00 ,2.00 ,132.00 ,75.00 
58500 ,Cicilan : 6 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,3.00 ,2.00 ,132.00 ,75.00 
487500 ,Cicilan : 53 Jutaan per bulan,"Burangrang, Bandung",5.00 ,3.00 ,1.00 ,283.00 ,220.00 
89050 ,Cicilan : 9 Jutaan per bulan,"Soekarno Hatta, Bandung",3.00 ,2.00 ,1.00 ,144.00 ,110.00 
390000 ,Cicilan : 42 Jutaan per bulan,"Sayap Dago, Bandung",5.00 ,6.00 ,1.00 ,406.00 ,200.00 
208000 ,Cicilan : 22 Jutaan per bulan,"Regol, Bandung",5.00 ,3.00 ,0.00 ,280.00 ,220.00 
260000 ,Cicilan : 28 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",4.00 ,3.00 ,0.00 ,198.00 ,256.00 
104000 ,Cicilan : 11 Jutaan per bulan,"Mekar Wangi, Bandung",2.00 ,2.00 ,1.00 ,75.00 ,110.00 
279500 ,Cicilan : 30 Jutaan per bulan,"Padasuka, Bandung",5.00 ,3.00 ,2.00 ,585.00 ,280.00 
227500 ,Cicilan : 25 Jutaan per bulan,"Turangga, Bandung",4.00 ,2.00 ,1.00 ,304.00 ,180.00 
123500 ,Cicilan : 13 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",2.00 ,2.00 ,0.00 ,126.00 ,130.00 
49725 ,Cicilan : 5 Jutaan per bulan,"Margahayu, Bandung",4.00 ,2.00 ,0.00 ,95.00 ,115.00 
162500 ,Cicilan : 17 Jutaan per bulan,"Turangga, Bandung",5.00 ,4.00 ,0.00 ,164.00 ,300.00 
29250 ,Cicilan : 3 Jutaan per bulan,"Rancasari, Bandung",2.00 ,1.00 ,1.00 ,60.00 ,85.00 
130000 ,Cicilan : 14 Jutaan per bulan,"Cikutra, Bandung",4.00 ,2.00 ,0.00 ,108.00 ,170.00 
260000 ,Cicilan : 28 Jutaan per bulan,"Sayap Dago, Bandung",2.00 ,2.00 ,2.00 ,549.00 ,220.00 
78000 ,Cicilan : 8 Jutaan per bulan,"Sayap Dago, Bandung",3.00 ,2.00 ,1.00 ,162.00 ,130.00 
97500 ,Cicilan : 10 Jutaan per bulan,"Cibeunying, Bandung",3.00 ,2.00 ,1.00 ,146.00 ,140.00 
13455 ,Cicilan : 1 Jutaan per bulan,"Buah Batu, Bandung",2.00 ,1.00 ,1.00 ,35.00 ,25.00 
45175 ,Cicilan : 4 Jutaan per bulan,"Padasuka, Bandung",2.00 ,1.00 ,1.00 ,100.00 ,54.00 
53300 ,Cicilan : 5 Jutaan per bulan,"Pasteur, Bandung",3.00 ,2.00 ,1.00 ,60.00 ,65.00 
42250 ,Cicilan : 4 Jutaan per bulan,"Buah Batu, Bandung",2.00 ,2.00 ,1.00 ,50.00 ,71.00 
42250 ,Cicilan : 4 Jutaan per bulan,"Kopo, Bandung",2.00 ,2.00 ,1.00 ,50.00 ,71.00 
42250 ,Cicilan : 4 Jutaan per bulan,"Bandung Kota, Bandung",2.00 ,2.00 ,1.00 ,50.00 ,71.00 
42250 ,Cicilan : 4 Jutaan per bulan,"Cibaduyut, Bandung",2.00 ,2.00 ,1.00 ,50.00 ,71.00 
42250 ,Cicilan : 4 Jutaan per bulan,"Katapang, Bandung",2.00 ,1.00 ,0.00 ,50.00 ,71.00 
42250 ,Cicilan : 4 Jutaan per bulan,"Soreang, Bandung",2.00 ,2.00 ,1.00 ,50.00 ,71.00 
18135 ,Cicilan : 2 Jutaan per bulan,"Cileunyi, Bandung",2.00 ,1.00 ,1.00 ,68.00 ,36.00 
169000 ,Cicilan : 18 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,3.00 ,0.00 ,144.00 ,210.00 
97500 ,Cicilan : 10 Jutaan per bulan,"Sariwangi, Bandung",3.00 ,2.00 ,2.00 ,126.00 ,90.00 
214500 ,Cicilan : 23 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",6.00 ,6.00 ,2.00 ,207.00 ,340.00 
292500 ,Cicilan : 32 Jutaan per bulan,"Pasteur, Bandung",6.00 ,4.00 ,3.00 ,225.00 ,400.00 
117000 ,Cicilan : 12 Jutaan per bulan,"Astanaanyar, Bandung",3.00 ,2.00 ,1.00 ,130.00 ,110.00 
273000 ,Cicilan : 30 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",4.00 ,3.00 ,1.00 ,297.00 ,220.00 
103350 ,Cicilan : 11 Jutaan per bulan,"Buah Batu, Bandung",3.00 ,2.00 ,1.00 ,105.00 ,120.00 
942500 ,Cicilan : 103 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",4.00 ,4.00 ,0.00 ,480.00 ,510.00 
227500 ,Cicilan : 25 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",4.00 ,3.00 ,1.00 ,162.00 ,184.00 
162500 ,Cicilan : 17 Jutaan per bulan,"Buah Batu, Bandung",5.00 ,4.00 ,1.00 ,140.00 ,224.00 
211250 ,Cicilan : 23 Jutaan per bulan,"Sayap Dago, Bandung",6.00 ,4.00 ,1.00 ,248.00 ,200.00 
110500 ,Cicilan : 12 Jutaan per bulan,"Mekar Wangi, Bandung",2.00 ,2.00 ,1.00 ,120.00 ,90.00 
110500 ,Cicilan : 12 Jutaan per bulan,"Dadali, Bandung",3.00 ,2.00 ,1.00 ,114.00 ,180.00 
97500 ,Cicilan : 10 Jutaan per bulan,"Cijerah, Bandung",2.00 ,1.00 ,1.00 ,81.00 ,54.00 
208000 ,Cicilan : 22 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,3.00 ,2.00 ,189.00 ,200.00 
97500 ,Cicilan : 10 Jutaan per bulan,"Taman Kopo Indah, Bandung",2.00 ,2.00 ,1.00 ,126.00 ,80.00 
64935 ,Cicilan : 7 Jutaan per bulan,"Antapani, Bandung",3.00 ,1.00 ,0.00 ,133.00 ,62.00 
747500 ,Cicilan : 82 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",5.00 ,3.00 ,2.00 ,489.00 ,400.00 
338000 ,Cicilan : 37 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",4.00 ,2.00 ,2.00 ,350.00 ,220.00 
121550 ,Cicilan : 13 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",2.00 ,1.00 ,0.00 ,108.00 ,70.00 
221000 ,Cicilan : 24 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",4.00 ,3.00 ,1.00 ,235.00 ,215.00 
