Harga,Cicilan,Alamat,KT,KM,Garasi,LT,LB
64935 ,Cicilan : 7 Jutaan per bulan,"Taman Kopo Indah, Bandung",3.00 ,1.00 ,0.00 ,108.00 ,108.00 
29510 ,Cicilan : 3 Jutaan per bulan,"Padalarang, Bandung",2.00 ,1.00 ,1.00 ,64.00 ,36.00 
29900 ,Cicilan : 3 Jutaan per bulan,"Padalarang, Bandung",2.00 ,1.00 ,1.00 ,72.00 ,38.00 
292500 ,Cicilan : 32 Jutaan per bulan,"Batununggal, Bandung",4.00 ,3.00 ,2.00 ,200.00 ,240.00 
253500 ,Cicilan : 27 Jutaan per bulan,"Batununggal, Bandung",4.00 ,4.00 ,2.00 ,180.00 ,228.00 
71500 ,Cicilan : 7 Jutaan per bulan,"Cicalengka, Bandung",3.00 ,1.00 ,0.00 ,1008.00 ,150.00 
53625 ,Cicilan : 5 Jutaan per bulan,"Cibaduyut, Bandung",2.00 ,2.00 ,0.00 ,100.00 ,70.00 
260000 ,Cicilan : 28 Jutaan per bulan,"Batununggal, Bandung",5.00 ,3.00 ,1.00 ,326.00 ,375.00 
126750 ,Cicilan : 13 Jutaan per bulan,"Batununggal, Bandung",3.00 ,3.00 ,2.00 ,91.00 ,120.00 
14300 ,Cicilan : 1 Jutaan per bulan,"Cicadas, Bandung",1.00 ,1.00 ,1.00 ,30.00 ,30.00 
117000 ,Cicilan : 12 Jutaan per bulan,"Taman Kopo Indah, Bandung",3.00 ,2.00 ,0.00 ,153.00 ,150.00 
123500 ,Cicilan : 13 Jutaan per bulan,"Batununggal, Bandung",3.00 ,3.00 ,2.00 ,87.00 ,115.00 
22750 ,Cicilan : 2 Jutaan per bulan,"Cicadas, Bandung",1.00 ,1.00 ,1.00 ,30.00 ,30.00 
64350 ,Cicilan : 7 Jutaan per bulan,"Taman Kopo Indah, Bandung",2.00 ,1.00 ,1.00 ,92.00 ,75.00 
32500 ,Cicilan : 3 Jutaan per bulan,"Peta, Bandung",2.00 ,1.00 ,0.00 ,56.00 ,56.00 
52000 ,Cicilan : 5 Jutaan per bulan,"Padalarang, Bandung",3.00 ,3.00 ,1.00 ,84.00 ,75.00 
152750 ,Cicilan : 16 Jutaan per bulan,"Soekarno Hatta, Bandung",3.00 ,3.00 ,2.00 ,160.00 ,80.00 
39130 ,Cicilan : 4 Jutaan per bulan,"Buah Batu, Bandung",3.00 ,2.00 ,1.00 ,60.00 ,60.00 
65000 ,Cicilan : 7 Jutaan per bulan,"Cibaduyut, Bandung",NULL,NULL,0.00 ,140.00 ,100.00 
57785 ,Cicilan : 6 Jutaan per bulan,"Margahayu, Bandung",4.00 ,2.00 ,1.00 ,66.00 ,135.00 
162500 ,Cicilan : 17 Jutaan per bulan,"Setiabudi, Bandung",7.00 ,5.00 ,1.00 ,126.00 ,126.00 
31200 ,Cicilan : 3 Jutaan per bulan,"Bojongsoang, Bandung",3.00 ,2.00 ,1.00 ,60.00 ,45.00 
211250 ,Cicilan : 23 Jutaan per bulan,"Mekar Wangi, Bandung",3.00 ,3.00 ,0.00 ,190.00 ,127.00 
143000 ,Cicilan : 15 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,2.00 ,0.00 ,126.00 ,100.00 
136500 ,Cicilan : 15 Jutaan per bulan,"Taman Kopo Indah, Bandung",3.00 ,2.00 ,1.00 ,170.00 ,120.00 
208000 ,Cicilan : 22 Jutaan per bulan,"Arcamanik, Bandung",4.00 ,4.00 ,2.00 ,115.00 ,169.00 
63375 ,Cicilan : 6 Jutaan per bulan,"Taman Kopo Indah, Bandung",3.00 ,1.00 ,0.00 ,99.00 ,96.00 
37375 ,Cicilan : 4 Jutaan per bulan,"Cibaduyut, Bandung",2.00 ,1.00 ,0.00 ,71.00 ,50.00 
107250 ,Cicilan : 11 Jutaan per bulan,"Taman Kopo Indah, Bandung",3.00 ,3.00 ,1.00 ,90.00 ,125.00 
28600 ,Cicilan : 3 Jutaan per bulan,"Margacinta, Bandung",2.00 ,1.00 ,1.00 ,60.00 ,45.00 
74750 ,Cicilan : 8 Jutaan per bulan,"Taman Kopo Indah, Bandung",2.00 ,1.00 ,1.00 ,98.00 ,110.00 
83200 ,Cicilan : 9 Jutaan per bulan,"Taman Kopo Indah, Bandung",2.00 ,1.00 ,1.00 ,114.00 ,56.00 
130000 ,Cicilan : 14 Jutaan per bulan,"Taman Kopo Indah, Bandung",3.00 ,2.00 ,1.00 ,153.00 ,115.00 
94250 ,Cicilan : 10 Jutaan per bulan,"Taman Kopo Indah, Bandung",3.00 ,2.00 ,1.00 ,172.00 ,150.00 
78000 ,Cicilan : 8 Jutaan per bulan,"Taman Kopo Indah, Bandung",5.00 ,2.00 ,1.00 ,144.00 ,180.00 
110500 ,Cicilan : 12 Jutaan per bulan,"Taman Kopo Indah, Bandung",3.00 ,3.00 ,0.00 ,90.00 ,128.00 
110500 ,Cicilan : 12 Jutaan per bulan,"Taman Kopo Indah, Bandung",2.00 ,2.00 ,1.00 ,145.00 ,135.00 
87750 ,Cicilan : 9 Jutaan per bulan,"Taman Kopo Indah, Bandung",2.00 ,2.00 ,0.00 ,162.00 ,90.00 
211250 ,Cicilan : 23 Jutaan per bulan,"Mekar Wangi, Bandung",3.00 ,3.00 ,0.00 ,190.00 ,127.00 
68250 ,Cicilan : 7 Jutaan per bulan,"Taman Kopo Indah, Bandung",2.00 ,1.00 ,1.00 ,80.00 ,45.00 
25480 ,Cicilan : 2 Jutaan per bulan,"Bojongsoang, Bandung",2.00 ,1.00 ,1.00 ,60.00 ,36.00 
68250 ,Cicilan : 7 Jutaan per bulan,"Taman Kopo Indah, Bandung",2.00 ,2.00 ,1.00 ,98.00 ,105.00 
305500 ,Cicilan : 33 Jutaan per bulan,"Pasteur, Bandung",16.00 ,16.00 ,3.00 ,170.00 ,450.00 
91000 ,Cicilan : 10 Jutaan per bulan,"Taman Kopo Indah, Bandung",3.00 ,2.00 ,0.00 ,119.00 ,102.00 
186550 ,Cicilan : 20 Jutaan per bulan,"Bandung Kota, Bandung",3.00 ,3.00 ,0.00 ,200.00 ,165.00 
87750 ,Cicilan : 9 Jutaan per bulan,"Taman Kopo Indah, Bandung",4.00 ,2.00 ,0.00 ,165.00 ,150.00 
585000 ,Cicilan : 64 Jutaan per bulan,"Cikutra, Bandung",NULL,NULL,0.00 ,500.00 ,500.00 
186550 ,Cicilan : 20 Jutaan per bulan,"Setiabudi, Bandung",3.00 ,3.00 ,0.00 ,200.00 ,165.00 
53625 ,Cicilan : 5 Jutaan per bulan,"Bandung Kota, Bandung",2.00 ,2.00 ,2.00 ,100.00 ,70.00 
57200 ,Cicilan : 6 Jutaan per bulan,"Soreang, Bandung",2.00 ,1.00 ,1.00 ,122.00 ,45.00 
53625 ,Cicilan : 5 Jutaan per bulan,"Cibaduyut, Bandung",2.00 ,2.00 ,0.00 ,100.00 ,70.00 
715000 ,Cicilan : 78 Jutaan per bulan,"Setra Sari, Bandung",4.00 ,3.00 ,4.00 ,763.00 ,388.00 
117000 ,Cicilan : 12 Jutaan per bulan,"Arcamanik, Bandung",3.00 ,1.00 ,0.00 ,119.00 ,250.00 
136500 ,Cicilan : 15 Jutaan per bulan,"Buah Batu, Bandung",4.00 ,4.00 ,0.00 ,187.00 ,250.00 
37375 ,Cicilan : 4 Jutaan per bulan,"Cibaduyut, Bandung",2.00 ,1.00 ,0.00 ,71.00 ,50.00 
31135 ,Cicilan : 3 Jutaan per bulan,"Kopo, Bandung",2.00 ,1.00 ,1.00 ,65.00 ,36.00 
70200 ,Cicilan : 7 Jutaan per bulan,"Andir, Bandung",3.00 ,3.00 ,0.00 ,48.00 ,74.00 
227500 ,Cicilan : 25 Jutaan per bulan,"Turangga, Bandung",4.00 ,4.00 ,2.00 ,266.00 ,242.00 
308750 ,Cicilan : 34 Jutaan per bulan,"Mekar Wangi, Bandung",5.00 ,5.00 ,2.00 ,320.00 ,320.00 
305500 ,Cicilan : 33 Jutaan per bulan,"Mekar Wangi, Bandung",4.00 ,4.00 ,2.00 ,356.00 ,375.00 
65000 ,Cicilan : 7 Jutaan per bulan,"Buah Batu, Bandung",3.00 ,1.00 ,0.00 ,85.00 ,65.00 
1365000 ,Cicilan : 150 Jutaan per bulan,"Setra Sari, Bandung",4.00 ,3.00 ,0.00 ,858.00 ,480.00 
68250 ,Cicilan : 7 Jutaan per bulan,"Antapani, Bandung",4.00 ,3.00 ,2.00 ,74.00 ,120.00 
107250 ,Cicilan : 11 Jutaan per bulan,"Pasteur, Bandung",3.00 ,2.00 ,1.00 ,138.00 ,128.00 
79950 ,Cicilan : 8 Jutaan per bulan,"Sariwangi, Bandung",3.00 ,2.00 ,1.00 ,102.00 ,80.00 
162500 ,Cicilan : 17 Jutaan per bulan,"Dago, Bandung",6.00 ,4.00 ,0.00 ,279.00 ,265.00 
318500 ,Cicilan : 35 Jutaan per bulan,"Mekar Wangi, Bandung",4.00 ,3.00 ,1.00 ,200.00 ,300.00 
21905 ,Cicilan : 2 Jutaan per bulan,"Buah Batu, Bandung",2.00 ,1.00 ,1.00 ,60.00 ,36.00 
1560000 ,Cicilan : 171 Jutaan per bulan,"Riau, Bandung",6.00 ,4.00 ,0.00 ,432.00 ,250.00 
409500 ,Cicilan : 45 Jutaan per bulan,"Pasteur, Bandung",5.00 ,5.00 ,2.00 ,213.00 ,450.00 
269750 ,Cicilan : 29 Jutaan per bulan,"Hegarmanah, Bandung",4.00 ,3.00 ,1.00 ,293.00 ,370.00 
325000 ,Cicilan : 35 Jutaan per bulan,"Sudirman, Bandung",3.00 ,3.00 ,1.00 ,160.00 ,226.00 
975000 ,Cicilan : 107 Jutaan per bulan,"Setiabudi, Bandung",4.00 ,3.00 ,0.00 ,510.00 ,480.00 
50050 ,Cicilan : 5 Jutaan per bulan,"Sariwangi, Bandung",2.00 ,2.00 ,1.00 ,74.00 ,70.00 
201500 ,Cicilan : 22 Jutaan per bulan,"Setiabudi, Bandung",3.00 ,2.00 ,2.00 ,406.00 ,150.00 
25025 ,Cicilan : 2 Jutaan per bulan,"Kopo, Bandung",2.00 ,1.00 ,1.00 ,60.00 ,33.00 
715000 ,Cicilan : 78 Jutaan per bulan,"Lembang, Bandung",6.00 ,7.00 ,2.00 ,915.00 ,750.00 
17615 ,Cicilan : 1 Jutaan per bulan,"Bojongsoang, Bandung",2.00 ,1.00 ,1.00 ,45.00 ,30.00 
1300000 ,Cicilan : 143 Jutaan per bulan,"Cigadung, Bandung",5.00 ,3.00 ,2.00 ,1780.00 ,400.00 
68250 ,Cicilan : 7 Jutaan per bulan,"Antapani, Bandung",4.00 ,3.00 ,0.00 ,68.00 ,120.00 
186550 ,Cicilan : 20 Jutaan per bulan,"Setiabudi, Bandung",3.00 ,3.00 ,0.00 ,200.00 ,165.00 
585000 ,Cicilan : 64 Jutaan per bulan,"Pasir Kaliki, Bandung",3.00 ,1.00 ,0.00 ,427.00 ,150.00 
617500 ,Cicilan : 68 Jutaan per bulan,"Geger Kalong, Bandung",5.00 ,4.00 ,4.00 ,675.00 ,450.00 
107250 ,Cicilan : 11 Jutaan per bulan,"Mekar Wangi, Bandung",3.00 ,2.00 ,1.00 ,75.00 ,110.00 
715000 ,Cicilan : 78 Jutaan per bulan,"Geger Kalong, Bandung",3.00 ,3.00 ,2.00 ,501.00 ,350.00 
47060 ,Cicilan : 5 Jutaan per bulan,"Cikutra, Bandung",3.00 ,2.00 ,1.00 ,130.00 ,120.00 
58435 ,Cicilan : 6 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",2.00 ,1.00 ,1.00 ,128.00 ,65.00 
162500 ,Cicilan : 17 Jutaan per bulan,"Geger Kalong, Bandung",3.00 ,2.00 ,1.00 ,200.00 ,153.00 
539500 ,Cicilan : 59 Jutaan per bulan,"Setra Duta, Bandung",4.00 ,3.00 ,2.00 ,375.00 ,550.00 
325000 ,Cicilan : 35 Jutaan per bulan,"Dago, Bandung",5.00 ,2.00 ,0.00 ,355.00 ,250.00 
832000 ,Cicilan : 91 Jutaan per bulan,"Sukajadi, Bandung",10.00 ,3.00 ,4.00 ,600.00 ,600.00 
318500 ,Cicilan : 35 Jutaan per bulan,"Batununggal, Bandung",5.00 ,3.00 ,2.00 ,260.00 ,260.00 
214500 ,Cicilan : 23 Jutaan per bulan,"Mekar Wangi, Bandung",4.00 ,3.00 ,1.00 ,150.00 ,170.00 
126750 ,Cicilan : 13 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",4.00 ,3.00 ,2.00 ,144.00 ,100.00 
237250 ,Cicilan : 26 Jutaan per bulan,"Bojongloa Kidul, Bandung",4.00 ,3.00 ,2.00 ,145.00 ,200.00 
237250 ,Cicilan : 26 Jutaan per bulan,"Mekar Wangi, Bandung",4.00 ,3.00 ,2.00 ,169.00 ,180.00 
780000 ,Cicilan : 85 Jutaan per bulan,"Sukahaji, Bandung",6.00 ,5.00 ,5.00 ,615.00 ,537.00 
240500 ,Cicilan : 26 Jutaan per bulan,"Bojongloa Kidul, Bandung",4.00 ,3.00 ,2.00 ,145.00 ,202.00 
84500 ,Cicilan : 9 Jutaan per bulan,"Regol, Bandung",4.00 ,2.00 ,1.00 ,91.00 ,130.00 
126750 ,Cicilan : 13 Jutaan per bulan,"Astanaanyar, Bandung",3.00 ,2.00 ,1.00 ,142.00 ,120.00 
123500 ,Cicilan : 13 Jutaan per bulan,"Batununggal, Bandung",3.00 ,2.00 ,1.00 ,111.00 ,105.00 
90350 ,Cicilan : 9 Jutaan per bulan,"Taman Kopo Indah, Bandung",3.00 ,2.00 ,1.00 ,153.00 ,120.00 
37375 ,Cicilan : 4 Jutaan per bulan,"Holis Cigondewah, Bandung",2.00 ,1.00 ,1.00 ,72.00 ,150.00 
552500 ,Cicilan : 60 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",4.00 ,3.00 ,2.00 ,588.00 ,348.00 
214500 ,Cicilan : 23 Jutaan per bulan,"Setiabudi, Bandung",3.00 ,3.00 ,3.00 ,250.00 ,350.00 
234000 ,Cicilan : 25 Jutaan per bulan,"Bojongloa Kidul, Bandung",3.00 ,3.00 ,2.00 ,145.00 ,175.00 
221000 ,Cicilan : 24 Jutaan per bulan,"Bojongloa Kidul, Bandung",3.00 ,3.00 ,2.00 ,145.00 ,175.00 
351000 ,Cicilan : 38 Jutaan per bulan,"Mekar Wangi, Bandung",4.00 ,4.00 ,2.00 ,266.00 ,280.00 
292500 ,Cicilan : 32 Jutaan per bulan,"Bojongloa Kidul, Bandung",5.00 ,3.00 ,2.00 ,200.00 ,300.00 
175500 ,Cicilan : 19 Jutaan per bulan,"Mekar Wangi, Bandung",4.00 ,3.00 ,2.00 ,112.00 ,160.00 
32370 ,Cicilan : 3 Jutaan per bulan,"Cibiru, Bandung",2.00 ,2.00 ,2.00 ,68.00 ,50.00 
273000 ,Cicilan : 30 Jutaan per bulan,"Bojongloa Kidul, Bandung",4.00 ,3.00 ,2.00 ,157.00 ,250.00 
72800 ,Cicilan : 8 Jutaan per bulan,"Rancasari, Bandung",1.00 ,NULL,0.00 ,91.00 ,80.00 
292500 ,Cicilan : 32 Jutaan per bulan,"Sudirman, Bandung",4.00 ,2.00 ,2.00 ,191.00 ,350.00 
155350 ,Cicilan : 17 Jutaan per bulan,"Turangga, Bandung",4.00 ,3.00 ,1.00 ,126.00 ,160.00 
48750 ,Cicilan : 5 Jutaan per bulan,"Bandung Kota, Bandung",6.00 ,2.00 ,0.00 ,124.00 ,104.00 
198250 ,Cicilan : 21 Jutaan per bulan,"Pasteur, Bandung",4.00 ,3.00 ,1.00 ,144.00 ,190.00 
58435 ,Cicilan : 6 Jutaan per bulan,"Cihampelas, Bandung",5.00 ,2.00 ,0.00 ,78.00 ,70.00 
71500 ,Cicilan : 7 Jutaan per bulan,"Kopo, Bandung",5.00 ,4.00 ,1.00 ,160.00 ,200.00 
191750 ,Cicilan : 21 Jutaan per bulan,"Batununggal, Bandung",3.00 ,2.00 ,0.00 ,162.00 ,200.00 
227500 ,Cicilan : 25 Jutaan per bulan,"Sarijadi, Bandung",6.00 ,3.00 ,1.00 ,149.00 ,200.00 
97500 ,Cicilan : 10 Jutaan per bulan,"Cibaduyut, Bandung",3.00 ,2.00 ,1.00 ,176.00 ,150.00 
162500 ,Cicilan : 17 Jutaan per bulan,"Regol, Bandung",4.00 ,3.00 ,0.00 ,280.00 ,240.00 
195000 ,Cicilan : 21 Jutaan per bulan,"Cigadung, Bandung",6.00 ,3.00 ,2.00 ,501.00 ,565.00 
390000 ,Cicilan : 42 Jutaan per bulan,"Sarijadi, Bandung",8.00 ,3.00 ,1.00 ,238.00 ,400.00 
429000 ,Cicilan : 47 Jutaan per bulan,"Dago, Bandung",4.00 ,3.00 ,0.00 ,450.00 ,450.00 
520000 ,Cicilan : 57 Jutaan per bulan,"Mekar Wangi, Bandung",5.00 ,4.00 ,2.00 ,400.00 ,600.00 
107900 ,Cicilan : 11 Jutaan per bulan,"Cijerah, Bandung",4.00 ,3.00 ,0.00 ,200.00 ,300.00 
87750 ,Cicilan : 9 Jutaan per bulan,"Taman Kopo Indah, Bandung",3.00 ,1.00 ,1.00 ,102.00 ,75.00 
91000 ,Cicilan : 10 Jutaan per bulan,"Bandung Kota, Bandung",4.00 ,3.00 ,3.00 ,170.00 ,190.00 
422500 ,Cicilan : 46 Jutaan per bulan,"Taman Kopo Indah, Bandung",5.00 ,3.00 ,2.00 ,288.00 ,485.00 
45500 ,Cicilan : 5 Jutaan per bulan,"Padalarang, Bandung",3.00 ,2.00 ,1.00 ,100.00 ,70.00 
321750 ,Cicilan : 35 Jutaan per bulan,"Margahayu, Bandung",6.00 ,6.00 ,2.00 ,900.00 ,450.00 
321750 ,Cicilan : 35 Jutaan per bulan,"Margahayu, Bandung",6.00 ,6.00 ,2.00 ,900.00 ,450.00 
62725 ,Cicilan : 6 Jutaan per bulan,"Bandung Kota, Bandung",7.00 ,8.00 ,1.00 ,139.00 ,240.00 
139750 ,Cicilan : 15 Jutaan per bulan,"Arcamanik, Bandung",4.00 ,3.00 ,2.00 ,185.00 ,100.00 
221000 ,Cicilan : 24 Jutaan per bulan,"Ciateul, Bandung",3.00 ,2.00 ,2.00 ,157.00 ,97.00 
321750 ,Cicilan : 35 Jutaan per bulan,"Margahayu, Bandung",6.00 ,6.00 ,2.00 ,900.00 ,450.00 
188500 ,Cicilan : 20 Jutaan per bulan,"Turangga, Bandung",4.00 ,3.00 ,1.00 ,170.00 ,200.00 
383500 ,Cicilan : 42 Jutaan per bulan,"Turangga, Bandung",5.00 ,3.00 ,0.00 ,503.00 ,4500.00 
188500 ,Cicilan : 20 Jutaan per bulan,"Turangga, Bandung",4.00 ,3.00 ,1.00 ,170.00 ,200.00 
156000 ,Cicilan : 17 Jutaan per bulan,"Batununggal, Bandung",4.00 ,2.00 ,1.00 ,204.00 ,122.00 
715000 ,Cicilan : 78 Jutaan per bulan,"Setra Duta, Bandung",5.00 ,4.00 ,2.00 ,375.00 ,600.00 
455000 ,Cicilan : 50 Jutaan per bulan,"Kosambi, Bandung",5.00 ,5.00 ,0.00 ,176.00 ,270.00 
48750 ,Cicilan : 5 Jutaan per bulan,"Ujungberung, Bandung",2.00 ,2.00 ,1.00 ,119.00 ,90.00 
104000 ,Cicilan : 11 Jutaan per bulan,"Kopo, Bandung",3.00 ,2.00 ,2.00 ,280.00 ,140.00 
520000 ,Cicilan : 57 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",7.00 ,3.00 ,0.00 ,680.00 ,500.00 
520000 ,Cicilan : 57 Jutaan per bulan,"Cimenyan, Bandung",9.00 ,10.00 ,0.00 ,534.00 ,500.00 
195000 ,Cicilan : 21 Jutaan per bulan,"Kopo, Bandung",2.00 ,2.00 ,1.00 ,387.00 ,100.00 
29250 ,Cicilan : 3 Jutaan per bulan,"Ciwastra, Bandung",2.00 ,1.00 ,1.00 ,60.00 ,40.00 
94250 ,Cicilan : 10 Jutaan per bulan,"Margahayu, Bandung",3.00 ,2.00 ,3.00 ,203.00 ,165.00 
325000 ,Cicilan : 35 Jutaan per bulan,"Dago, Bandung",3.00 ,3.00 ,2.00 ,355.00 ,250.00 
1365000 ,Cicilan : 150 Jutaan per bulan,"Bandung Wetan, Bandung",8.00 ,3.00 ,4.00 ,606.00 ,300.00 
536250 ,Cicilan : 59 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",4.00 ,2.00 ,0.00 ,560.00 ,350.00 
78000 ,Cicilan : 8 Jutaan per bulan,"Bojongsoang, Bandung",5.00 ,2.00 ,1.00 ,83.00 ,138.00 
87750 ,Cicilan : 9 Jutaan per bulan,"Taman Kopo Indah, Bandung",2.00 ,1.00 ,1.00 ,114.00 ,51.00 
188500 ,Cicilan : 20 Jutaan per bulan,"Turangga, Bandung",4.00 ,3.00 ,1.00 ,170.00 ,200.00 
130000 ,Cicilan : 14 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",2.00 ,1.00 ,1.00 ,126.00 ,100.00 
52000 ,Cicilan : 5 Jutaan per bulan,"Gede Bage, Bandung",2.00 ,1.00 ,1.00 ,72.00 ,60.00 
247000 ,Cicilan : 27 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,2.00 ,2.00 ,290.00 ,200.00 
136500 ,Cicilan : 15 Jutaan per bulan,"Holis Cigondewah, Bandung",2.00 ,2.00 ,2.00 ,225.00 ,170.00 
185250 ,Cicilan : 20 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,2.00 ,1.00 ,162.00 ,150.00 
66300 ,Cicilan : 7 Jutaan per bulan,"Gede Bage, Bandung",15.00 ,15.00 ,1.00 ,144.00 ,280.00 
643500 ,Cicilan : 70 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",5.00 ,3.00 ,1.00 ,376.00 ,850.00 
81900 ,Cicilan : 9 Jutaan per bulan,"Buah Batu, Bandung",3.00 ,3.00 ,1.00 ,91.00 ,95.00 
188500 ,Cicilan : 20 Jutaan per bulan,"Turangga, Bandung",4.00 ,3.00 ,0.00 ,170.00 ,200.00 
188500 ,Cicilan : 20 Jutaan per bulan,"Turangga, Bandung",4.00 ,3.00 ,1.00 ,170.00 ,200.00 
188500 ,Cicilan : 20 Jutaan per bulan,"Turangga, Bandung",3.00 ,4.00 ,0.00 ,170.00 ,200.00 
617500 ,Cicilan : 68 Jutaan per bulan,"BKR, Bandung",13.00 ,14.00 ,0.00 ,406.00 ,950.00 
260000 ,Cicilan : 28 Jutaan per bulan,"Braga, Bandung",3.00 ,2.00 ,1.00 ,178.00 ,150.00 
178750 ,Cicilan : 19 Jutaan per bulan,"Buah Batu, Bandung",4.00 ,3.00 ,1.00 ,500.00 ,200.00 
139750 ,Cicilan : 15 Jutaan per bulan,"Cicaheum, Bandung",4.00 ,3.00 ,2.00 ,185.00 ,100.00 
74750 ,Cicilan : 8 Jutaan per bulan,"Taman Kopo Indah, Bandung",2.00 ,2.00 ,1.00 ,102.00 ,98.00 
845000 ,Cicilan : 93 Jutaan per bulan,"Pasteur, Bandung",9.00 ,5.00 ,3.00 ,1510.00 ,500.00 
48750 ,Cicilan : 5 Jutaan per bulan,"Bandung Wetan, Bandung",2.00 ,1.00 ,1.00 ,100.00 ,70.00 
325000 ,Cicilan : 35 Jutaan per bulan,"Dago, Bandung",3.00 ,3.00 ,2.00 ,355.00 ,250.00 
159250 ,Cicilan : 17 Jutaan per bulan,"Pasteur, Bandung",4.00 ,3.00 ,1.00 ,162.00 ,180.00 
55185 ,Cicilan : 6 Jutaan per bulan,"Ujungberung, Bandung",4.00 ,2.00 ,1.00 ,146.00 ,100.00 
30615 ,Cicilan : 3 Jutaan per bulan,"Soreang, Bandung",3.00 ,2.00 ,1.00 ,71.00 ,50.00 
50700 ,Cicilan : 5 Jutaan per bulan,"Padalarang, Bandung",2.00 ,1.00 ,1.00 ,95.00 ,60.00 
24635 ,Cicilan : 2 Jutaan per bulan,"Soreang, Bandung",2.00 ,1.00 ,1.00 ,54.00 ,39.00 
455000 ,Cicilan : 50 Jutaan per bulan,"Riau, Bandung",5.00 ,5.00 ,3.00 ,176.00 ,270.00 
110500 ,Cicilan : 12 Jutaan per bulan,"Turangga, Bandung",3.00 ,2.00 ,2.00 ,128.00 ,100.00 
780000 ,Cicilan : 85 Jutaan per bulan,"Pajajaran, Bandung",4.00 ,2.00 ,0.00 ,327.00 ,149.00 
87750 ,Cicilan : 9 Jutaan per bulan,"Taman Kopo Indah, Bandung",2.00 ,1.00 ,1.00 ,114.00 ,51.00 
87750 ,Cicilan : 9 Jutaan per bulan,"Taman Kopo Indah, Bandung",2.00 ,1.00 ,1.00 ,114.00 ,50.00 
325000 ,Cicilan : 35 Jutaan per bulan,"Dago, Bandung",3.00 ,3.00 ,2.00 ,355.00 ,250.00 
338000 ,Cicilan : 37 Jutaan per bulan,"Bojongsoang, Bandung",5.00 ,3.00 ,1.00 ,200.00 ,139.00 
1300000 ,Cicilan : 143 Jutaan per bulan,"Setra Duta, Bandung",NULL,NULL,0.00 ,750.00 ,1000.00 
451750 ,Cicilan : 49 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,2.00 ,1.00 ,301.00 ,430.00 
325000 ,Cicilan : 35 Jutaan per bulan,"Dago, Bandung",3.00 ,3.00 ,2.00 ,355.00 ,250.00 
55250 ,Cicilan : 6 Jutaan per bulan,"Cileunyi, Bandung",NULL,NULL,0.00 ,210.00 ,300.00 
185250 ,Cicilan : 20 Jutaan per bulan,"Buah Batu, Bandung",5.00 ,3.00 ,2.00 ,208.00 ,300.00 
650000 ,Cicilan : 71 Jutaan per bulan,"Bandung Wetan, Bandung",3.00 ,1.00 ,0.00 ,407.00 ,305.00 
208000 ,Cicilan : 22 Jutaan per bulan,"Dago, Bandung",3.00 ,3.00 ,2.00 ,216.00 ,169.00 
224250 ,Cicilan : 24 Jutaan per bulan,"Pelajar Pejuang, Bandung",5.00 ,4.00 ,0.00 ,217.00 ,217.00 
2990000 ,Cicilan : 329 Jutaan per bulan,"Pasteur, Bandung",NULL,NULL,0.00 ,2454.00 ,1000.00 
130000 ,Cicilan : 14 Jutaan per bulan,"Buah Batu, Bandung",3.00 ,3.00 ,1.00 ,100.00 ,170.00 
130000 ,Cicilan : 14 Jutaan per bulan,"Setra Duta, Bandung",3.00 ,2.00 ,2.00 ,102.00 ,80.00 
1105000 ,Cicilan : 121 Jutaan per bulan,"Dago, Bandung",7.00 ,6.00 ,2.00 ,483.00 ,260.00 
455000 ,Cicilan : 50 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",4.00 ,4.00 ,0.00 ,286.00 ,400.00 
168350 ,Cicilan : 18 Jutaan per bulan,"Turangga, Bandung",5.00 ,3.00 ,1.00 ,142.00 ,200.00 
193050 ,Cicilan : 21 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",2.00 ,3.00 ,0.00 ,175.00 ,96.00 
128050 ,Cicilan : 14 Jutaan per bulan,"Gede Bage, Bandung",2.00 ,2.00 ,1.00 ,105.00 ,70.00 
91000 ,Cicilan : 10 Jutaan per bulan,"Ciwastra, Bandung",2.00 ,1.00 ,0.00 ,145.00 ,70.00 
9750 ,Cicilan : 1 Jutaan per bulan,"Arjasari, Bandung",2.00 ,1.00 ,1.00 ,60.00 ,32.00 
464750 ,Cicilan : 51 Jutaan per bulan,"Kota Baru Parahyangan, Bandung",3.00 ,2.00 ,1.00 ,301.00 ,430.00 
34450 ,Cicilan : 3 Jutaan per bulan,"Bojongsoang, Bandung",2.00 ,1.00 ,0.00 ,72.00 ,60.00 
32500 ,Cicilan : 3 Jutaan per bulan,"Gatot Subroto, Bandung",5.00 ,1.00 ,0.00 ,338.00 ,240.00 
